"customerid","recency","frequency","monetary","segment"
"13821","144 days 03:01:00","2","385.64","Regular"
"13822","5 days 00:37:00","2","632.00","Regular"
"13823","18 days 02:28:00","2","957.66","Regular"
"13824","32 days 00:09:00","5","1698.94","Regular"
"13826","157 days 20:23:00","2","174.65","New"
"13827","57 days 00:12:00","3","412.05","Regular"
"13828","21 days 20:48:00","1","209.49","Regular"
"13829","358 days 20:14:00","1","-102.0","Lost"
"13831","15 days 21:09:00","6","2202.99","Regular"
"13832","17 days 00:19:00","2","40.95","New"
"13833","158 days 23:23:00","1","384.80","Regular"
"13835","24 days 21:13:00","4","834.57","Regular"
"13837","211 days 00:40:00","2","271.24","Lost"
"13838","5 days 01:50:00","4","691.73","Regular"
"13841","252 days 00:40:00","1","85.00","Lost"
"13842","58 days 01:59:00","9","3385.62","Regular"
"13844","10 days 23:29:00","1","361.62","Regular"
"13845","64 days 04:25:00","1","312.98","Regular"
"13846","24 days 00:43:00","4","847.61","Regular"
"13848","91 days 23:52:00","3","1255.00","Regular"
"13849","51 days 01:51:00","2","1537.95","Regular"
"13850","87 days 18:50:00","2","1586.81","Regular"
"13851","95 days 00:14:00","3","2651.46","Regular"
"13853","8 days 04:38:00","2","1056.94","Regular"
"13854","8 days 03:44:00","29","8025.02","Loyal"
"13856","168 days 02:47:00","5","363.40","Regular"
"13858","56 days 20:33:00","1","216.17","Regular"
"13859","325 days 20:36:00","1","201.16","Lost"
"13860","23:53:00","6","1240.00","Regular"
"13862","17 days 20:26:00","10","2187.31","Loyal"
"13863","244 days 19:47:00","2","299.56","Lost"
"13865","57 days 23:19:00","4","501.56","Regular"
"13866","73 days 21:56:00","1","145.67","New"
"13867","30 days 21:02:00","3","1015.29","Regular"
"13868","6 days 20:18:00","2","3192.54","Regular"
"13869","122 days 22:57:00","4","3104.95","Regular"
"13870","1 day 23:27:00","10","2751.25","Loyal"
"13871","22 days 02:01:00","14","6389.80","Loyal"
"13873","119 days 02:42:00","4","381.70","Regular"
"13874","357 days 18:30:00","1","540.45","Lost"
"13875","53 days 03:14:00","5","1786.79","Regular"
"13876","63 days 02:28:00","1","122.70","New"
"13877","85 days 21:01:00","1","117.24","New"
"13878","54 days 00:31:00","1","1281.53","Regular"
"13880","20 days 23:06:00","13","3219.77","Loyal"
"13881","3 days","22","16989.52","Loyal"
"13882","2 days 01:34:00","6","1131.28","Regular"
"13883","17:30:00","9","2538.75","Regular"
"13884","6 days 20:20:00","6","781.30","Regular"
"13885","188 days 21:43:00","2","506.80","Lost"
"13886","70 days 23:33:00","1","243.56","Regular"
"13887","203 days 19:28:00","1","349.55","Lost"
"13888","119 days 02:37:00","2","605.63","Regular"
"13889","92 days 03:37:00","1","416.90","Regular"
"13890","21:14:00","14","1860.86","Loyal"
"13892","26 days 01:00:00","4","632.97","Regular"
"13893","297 days 01:20:00","1","821.10","Lost"
"13894","21 days 23:15:00","5","535.97","Regular"
"13895","20 days 19:35:00","5","2588.12","Regular"
"13897","49 days 22:20:00","1","311.16","Regular"
"13898","325 days 02:22:00","1","155.93","Lost"
"13899","15 days 23:10:00","2","388.52","Regular"
"13900","182 days 17:24:00","3","740.95","Lost"
"13901","71 days 22:02:00","5","2867.20","Regular"
"13904","36 days 23:09:00","2","332.64","Regular"
"13908","79 days 01:01:00","5","2347.05","Regular"
"13911","56 days 21:07:00","9","2580.91","Regular"
"13914","3 days 01:56:00","3","613.95","Regular"
"13917","49 days 02:54:00","2","272.04","Regular"
"13918","49 days 00:25:00","2","1212.84","Regular"
"13919","52 days 21:26:00","3","350.16","Regular"
"13922","351 days 02:12:00","1","172.25","Lost"
"13923","53 days 00:17:00","1","351.13","Regular"
"13924","1 day 03:11:00","11","1682.08","Loyal"
"13925","35 days 23:50:00","6","616.65","Regular"
"13926","22 days 23:34:00","1","223.85","Regular"
"13927","74 days 00:50:00","1","348.99","Regular"
"13928","10 days 02:17:00","4","464.57","Regular"
"13929","168 days 21:24:00","3","802.85","Regular"
"13930","57 days 03:05:00","2","337.34","Regular"
"13931","85 days 02:47:00","3","1230.93","Regular"
"13932","294 days 00:48:00","1","307.40","Lost"
"13933","108 days 22:47:00","2","608.79","Regular"
"13934","263 days 04:11:00","1","922.10","Lost"
"13936","170 days 19:06:00","2","361.28","Regular"
"13937","168 days 20:15:00","1","158.85","New"
"13938","34 days 22:13:00","1","71.66","New"
"13939","22 days 23:17:00","4","556.75","Regular"
"13940","16 days 21:35:00","4","839.14","Regular"
"13941","21 days 03:07:00","7","4912.41","Regular"
"13946","78 days 23:17:00","3","561.57","Regular"
"13947","64 days 22:08:00","1","90.60","New"
"13948","360 days 02:32:00","1","102.00","Lost"
"13949","2 days 03:15:00","6","2427.32","Regular"
"13950","10 days 22:06:00","5","728.56","Regular"
"13951","175 days 20:07:00","3","674.45","Regular"
"13952","210 days 17:23:00","3","3246.091","Lost"
"13953","6 days 20:46:00","7","3515.68","Regular"
"13954","1 day","3","378.59","Regular"
"13955","153 days 19:31:00","2","322.96","Regular"
"13956","4 days 23:30:00","5","1026.42","Regular"
"13958","371 days 19:47:00","1","-102.45","Lost"
"13959","78 days 21:44:00","3","598.20","Regular"
"13960","20 days 21:23:00","2","230.22","Regular"
"13962","21 days 04:03:00","2","169.55","New"
"13963","307 days 22:07:00","4","664.54","Lost"
"13967","145 days 00:48:00","1","80.70","New"
"13969","6 days 21:39:00","20","8986.69","Loyal"
"13971","8 days 04:23:00","11","2702.22","Loyal"
"13972","70 days 00:56:00","2","190.25","New"
"13973","286 days 21:29:00","1","264.70","Lost"
"13974","48 days 22:09:00","1","413.59","Regular"
"13975","30 days 23:31:00","7","2503.23","Regular"
"13976","206 days 03:37:00","1","357.98","Lost"
"13978","14 days 01:14:00","2","196.79","New"
"13979","72 days 23:18:00","1","869.87","Regular"
"13980","59 days 23:16:00","1","200.14","Regular"
"13982","38 days 20:26:00","5","1861.11","Regular"
"13983","29 days 01:44:00","13","2590.46","Loyal"
"13984","26 days 00:12:00","6","488.03","Regular"
"13985","3 days 19:44:00","16","7024.53","Loyal"
"13986","16 days 21:50:00","1","320.46","Regular"
"13988","19 days 02:35:00","9","4098.80","Regular"
"13989","65 days 03:03:00","2","1266.08","Regular"
"13990","212 days 21:31:00","1","311.30","Lost"
"13991","11 days 20:32:00","7","850.63","Regular"
"13992","29 days 21:27:00","1","76.80","New"
"13993","31 days 23:50:00","12","3409.66","Loyal"
"13994","3 days 01:45:00","6","2313.14","Regular"
"13995","14 days 22:28:00","6","1383.49","Regular"
"13999","9 days 23:10:00","15","3865.26","Loyal"
"14000","205 days 23:06:00","2","633.71","Lost"
"14001","45 days 02:19:00","4","2030.33","Regular"
"14002","133 days 20:55:00","2","529.73","Regular"
"14004","42 days 22:10:00","7","4582.64","Regular"
"14005","9 days 00:09:00","5","2874.72","Regular"
"14006","115 days 03:11:00","3","962.19","Regular"
"14009","197 days 21:03:00","3","685.93","Lost"
"14012","277 days 00:24:00","1","328.80","Lost"
"14013","109 days 21:49:00","3","473.02","Regular"
"14014","76 days 23:32:00","1","505.18","Regular"
"14015","52 days 02:48:00","1","917.34","Regular"
"14016","153 days 22:23:00","5","4328.46","Regular"
"14019","46 days 02:37:00","4","1398.96","Regular"
"14020","16 days 03:28:00","2","642.80","Regular"
"14021","154 days 21:04:00","3","631.90","Regular"
"14022","224 days 22:11:00","1","440.00","Lost"
"14023","6 days 22:52:00","2","584.07","Regular"
"14024","121 days 01:20:00","2","327.70","Regular"
"14027","60 days 03:49:00","1","104.82","New"
"14029","62 days 22:04:00","2","467.66","Regular"
"14030","17 days 20:02:00","8","2360.09","Regular"
"14031","6 days 19:37:00","23","14634.64","Loyal"
"14032","1 day 21:27:00","18","2929.84","Loyal"
"14034","21 days 22:48:00","4","512.02","Regular"
"14035","28 days 02:47:00","5","1428.02","Regular"
"14036","284 days 03:24:00","1","626.65","Lost"
"14037","175 days 22:53:00","2","147.20","New"
"14038","77 days 23:13:00","4","1554.48","Regular"
"14039","32 days 23:02:00","1","152.20","New"
"14040","40 days 00:08:00","15","3542.19","Loyal"
"14041","265 days 23:25:00","1","141.41","Lost"
"14044","26 days 00:45:00","4","652.82","Regular"
"14045","108 days 21:23:00","4","1659.75","Regular"
"14046","283 days 22:02:00","1","154.99","Lost"
"14047","8 days 01:07:00","7","1290.01","Regular"
"14048","276 days 23:01:00","2","375.13","Lost"
"14049","16 days 00:30:00","6","5639.15","Regular"
"14050","31 days 02:50:00","2","746.36","Regular"
"14051","02:30:00","26","15477.34","Loyal"
"14052","19 days 00:20:00","1","225.36","Regular"
"14053","123 days 22:23:00","2","260.25","Regular"
"14054","64 days 21:01:00","1","92.46","New"
"14055","105 days 21:46:00","1","725.64","Regular"
"14056","23:14:00","29","8124.40","Loyal"
"14057","23 days 02:18:00","18","6147.40","Loyal"
"14059","266 days 02:44:00","1","183.60","Lost"
"14060","4 days 00:21:00","20","6135.38","Loyal"
"14062","9 days 02:46:00","12","10464.85","Loyal"
"14064","28 days 23:36:00","7","1188.32","Regular"
"14066","266 days 00:29:00","1","152.55","Lost"
"14067","63 days 02:29:00","2","374.70","Regular"
"14068","319 days 20:48:00","1","265.85","Lost"
"14071","3 days 00:23:00","9","1307.41","Regular"
"14073","20 days 20:36:00","2","139.54","New"
"14075","4 days 04:12:00","3","942.26","Regular"
"14076","128 days 21:31:00","1","122.47","New"
"14077","40 days 00:15:00","5","499.42","Regular"
"14078","101 days 00:34:00","6","1049.37","Regular"
"14079","124 days 00:40:00","1","375.10","Regular"
"14080","32 days 01:41:00","1","45.60","New"
"14081","266 days 22:26:00","4","904.67","Lost"
"14082","364 days 01:48:00","1","182.25","Lost"
"14083","3 days 23:36:00","9","1018.43","Regular"
"14085","1 day 23:04:00","19","4435.79","Loyal"
"14087","2 days 00:09:00","2","181.67","New"
"14088","9 days 20:34:00","14","50415.49","Loyal"
"14089","56 days 02:12:00","1","161.00","New"
"14090","324 days 01:59:00","1","76.32","Lost"
"14092","7 days 00:37:00","17","4063.10","Loyal"
"14093","11 days 20:23:00","1","442.85","Regular"
"14096","3 days 19:33:00","34","57120.91","Loyal"
"14098","36 days 02:37:00","1","147.35","New"
"14099","15 days 22:57:00","12","3092.97","Loyal"
"14100","137 days 01:49:00","1","194.90","New"
"14101","73 days 00:22:00","6","5976.79","Regular"
"14102","4 days 21:12:00","8","1314.73","Regular"
"14104","154 days","2","216.21","Regular"
"14105","84 days 20:37:00","2","1260.33","Regular"
"14107","51 days 00:38:00","8","2688.48","Regular"
"14108","30 days 02:09:00","3","594.16","Regular"
"14109","22 days 22:59:00","2","80.20","New"
"14110","3 days 00:24:00","13","5669.65","Loyal"
"14111","13 days 23:06:00","5","688.60","Regular"
"14112","22 days 00:20:00","12","2774.17","Loyal"
"14113","3 days 00:32:00","8","1377.92","Regular"
"14114","273 days 03:08:00","2","386.53","Lost"
"14116","19 days 02:21:00","5","1382.74","Regular"
"14117","143 days 03:01:00","1","90.00","New"
"14119","353 days 22:52:00","1","-19.90","Lost"
"14121","3 days 00:31:00","6","2740.30","Regular"
"14124","83 days 23:18:00","1","419.58","Regular"
"14125","10 days 00:03:00","3","2740.43","Regular"
"14126","7 days 01:05:00","4","643.63","Regular"
"14127","122 days 02:01:00","3","709.71","Regular"
"14128","60 days 00:50:00","2","637.50","Regular"
"14129","1 day 01:48:00","5","1123.86","Regular"
"14130","318 days 20:45:00","1","483.86","Lost"
"14132","1 day 23:15:00","12","3580.13","Loyal"
"14133","129 days 01:16:00","5","590.34","Regular"
"14135","1 day 01:12:00","15","4690.31","Loyal"
"14138","1 day 00:06:00","2","982.38","Regular"
"14139","45 days 23:16:00","1","415.82","Regular"
"14140","3 days 03:45:00","3","920.05","Regular"
"14141","2 days 02:57:00","6","879.03","Regular"
"14142","372 days 20:17:00","1","311.81","Lost"
"14143","133 days 03:02:00","1","115.80","New"
"14145","46 days 00:40:00","5","3148.20","Regular"
"14146","8 days 02:32:00","6","2949.57","Regular"
"14147","48 days 23:14:00","3","468.40","Regular"
"14148","233 days 00:48:00","1","157.20","Lost"
"14149","212 days 00:16:00","3","259.43","Lost"
"14150","35 days 02:45:00","2","658.64","Regular"
"14152","74 days 23:56:00","3","611.09","Regular"
"14154","238 days 20:24:00","2","1345.62","Lost"
"14155","265 days 22:37:00","1","118.75","Lost"
"14156","9 days 01:56:00","66","113384.14","Loyal"
"14157","19 days 01:18:00","3","400.43","Regular"
"14158","39 days 21:42:00","1","507.66","Regular"
"14159","19 days 00:14:00","14","4678.30","Loyal"
"14161","215 days 01:09:00","3","1110.52","Lost"
"14162","173 days 01:14:00","2","289.36","Regular"
"14163","86 days 21:32:00","4","2445.91","Regular"
"14164","70 days 00:26:00","2","1631.77","Regular"
"14165","275 days 00:11:00","1","122.54","Lost"
"14167","38 days 22:21:00","4","574.84","Regular"
"14171","97 days 20:07:00","1","363.79","Regular"
"14173","10 days 00:56:00","4","450.84","Regular"
"14174","32 days 23:33:00","1","134.46","New"
"14175","50 days 23:08:00","7","3108.06","Regular"
"14176","296 days 23:38:00","5","574.00","Lost"
"14177","84 days 02:58:00","5","554.46","Regular"
"14178","8 days 00:49:00","7","1620.93","Regular"
"14179","40 days 00:43:00","2","719.78","Regular"
"14180","10 days 01:54:00","31","4640.77","Loyal"
"14184","66 days 00:07:00","1","452.89","Regular"
"14185","330 days 22:58:00","1","197.65","Lost"
"14188","8 days 03:04:00","10","2018.91","Loyal"
"14189","1 day 20:55:00","24","4604.31","Loyal"
"14191","1 day 03:27:00","14","4660.01","Loyal"
"14193","67 days 03:16:00","2","853.39","Regular"
"14194","4 days 02:12:00","32","11216.75","Loyal"
"14195","201 days 02:21:00","3","962.70","Lost"
"14196","106 days 02:25:00","1","335.52","Regular"
"14198","3 days 20:16:00","7","663.50","Regular"
"14199","217 days 23:06:00","1","185.40","Lost"
"14201","59 days 23:23:00","9","688.04","Regular"
"14204","1 day 23:12:00","1","161.03","New"
"14205","10 days 00:54:00","4","218.78","Regular"
"14206","238 days 20:12:00","2","308.26","Lost"
"14208","94 days 00:02:00","1","151.74","New"
"14209","10 days 02:32:00","7","2067.13","Regular"
"14210","90 days 23:55:00","7","1900.89","Regular"
"14211","52 days 23:27:00","13","2208.30","Loyal"
"14212","89 days 00:05:00","1","1070.48","Regular"
"14213","371 days 03:03:00","1","-1192.20","Lost"
"14214","30 days 02:19:00","7","1000.23","Regular"
"14215","11 days 00:31:00","7","1777.92","Regular"
"14216","2 days 21:54:00","4","1839.30","Regular"
"14217","1 day 00:57:00","24","1925.36","Loyal"
"14218","42 days 02:50:00","1","169.48","New"
"14219","3 days 20:27:00","1","89.94","New"
"14220","246 days 23:27:00","2","632.40","Lost"
"14221","41 days 23:08:00","10","3427.85","Loyal"
"14222","176 days 20:08:00","1","683.17","Regular"
"14223","91 days 23:12:00","4","975.23","Regular"
"14224","109 days 23:26:00","4","1050.12","Regular"
"14226","28 days 01:16:00","7","2201.64","Regular"
"14227","25 days 21:02:00","15","3315.71","Loyal"
"14229","51 days 02:46:00","5","1450.60","Regular"
"14231","178 days 21:15:00","5","822.06","Regular"
"14232","31 days 00:33:00","8","2043.93","Regular"
"14233","43 days 03:25:00","5","1447.51","Regular"
"14234","21 days 18:57:00","4","775.46","Regular"
"14235","9 days 23:24:00","6","3093.86","Regular"
"14236","80 days 03:37:00","2","490.86","Regular"
"14237","372 days 23:30:00","1","161.00","Lost"
"14238","325 days 22:10:00","1","146.85","Lost"
"14239","42 days 22:10:00","13","2323.50","Loyal"
"14240","29 days 23:05:00","2","890.34","Regular"
"14241","183 days 01:04:00","1","213.70","Lost"
"14242","234 days 01:04:00","2","280.55","Lost"
"14243","8 days 01:38:00","14","2535.88","Loyal"
"14245","175 days 22:17:00","5","1677.48","Regular"
"14246","110 days 01:00:00","3","1474.06","Regular"
"14247","277 days 21:29:00","1","136.77","Lost"
"14248","317 days 22:05:00","1","302.58","Lost"
"14250","6 days 22:20:00","3","1904.05","Regular"
"14251","1 day 04:18:00","5","2879.70","Regular"
"14256","253 days 20:11:00","3","935.06","Lost"
"14257","50 days 23:12:00","6","3087.27","Regular"
"14258","8 days 21:23:00","10","12650.08","Loyal"
"14259","141 days 02:06:00","1","120.00","New"
"14261","50 days 02:46:00","2","1163.45","Regular"
"14262","7 days 22:33:00","8","2618.23","Regular"
"14264","154 days 02:30:00","3","319.47","Regular"
"14265","108 days 23:18:00","2","530.18","Regular"
"14267","150 days 01:39:00","7","1279.09","Regular"
"14270","331 days 03:17:00","1","492.65","Lost"
"14271","225 days 00:03:00","1","112.32","Lost"
"14272","73 days 02:42:00","2","437.96","Regular"
"14273","50 days 23:30:00","4","559.97","Regular"
"14276","87 days 19:01:00","5","1019.39","Regular"
"14277","14 days 21:49:00","4","3957.00","Regular"
"14280","196 days 02:13:00","1","134.04","Lost"
"14282","2 days 19:46:00","15","3729.34","Loyal"
"14284","30 days 04:39:00","3","578.45","Regular"
"14285","20 days 22:00:00","4","1910.01","Regular"
"14286","23 days 02:16:00","5","4595.81","Regular"
"14287","7 days 23:25:00","4","151.23","Regular"
"14288","211 days 21:33:00","2","413.85","Lost"
"14289","8 days 01:06:00","6","911.26","Regular"
"14290","10 days 22:48:00","6","2307.45","Regular"
"14291","1 day 02:24:00","12","3873.30","Loyal"
"14292","7 days 01:00:00","14","4819.33","Loyal"
"14293","2 days 21:33:00","4","1046.56","Regular"
"14295","39 days 21:00:00","2","154.70","New"
"14297","17 days 03:44:00","6","1284.06","Regular"
"14298","2 days 21:46:00","45","50862.44","Loyal"
"14299","7 days 20:45:00","18","2855.35","Loyal"
"14300","18 days 03:53:00","1","43.20","New"
"14301","107 days 03:46:00","2","632.04","Regular"
"14304","222 days 01:00:00","2","197.10","Lost"
"14305","70 days 21:21:00","5","1803.76","Regular"
"14306","50 days 23:27:00","3","2083.42","Regular"
"14307","88 days 03:12:00","6","2995.72","Regular"
"14309","7 days 23:17:00","10","2319.68","Loyal"
"14311","224 days 17:01:00","2","229.71","Lost"
"14312","46 days 03:04:00","6","1611.59","Regular"
"14314","106 days 02:11:00","1","120.00","New"
"14315","20 days 21:15:00","7","2456.98","Regular"
"14317","64 days 02:06:00","1","508.58","Regular"
"14320","206 days 03:26:00","3","343.11","Lost"
"14321","10 days 03:03:00","5","1530.75","Regular"
"14323","114 days 01:13:00","4","574.26","Regular"
"14326","234 days 01:42:00","2","166.85","Lost"
"14327","162 days 22:52:00","1","311.65","Regular"
"14329","8 days 04:23:00","14","4928.74","Loyal"
"14331","123 days 23:33:00","2","462.66","Regular"
"14332","22 days 00:56:00","3","866.31","Regular"
"14333","63 days 17:25:00","2","351.45","Regular"
"14334","16 days 02:49:00","9","2539.46","Regular"
"14335","15 days 23:09:00","2","468.26","Regular"
"14336","16 days 01:10:00","4","1614.91","Regular"
"14338","157 days 20:50:00","4","554.22","Regular"
"14339","234 days 01:19:00","4","289.91","Lost"
"14340","218 days 03:06:00","1","134.70","Lost"
"14341","44 days 21:02:00","9","2166.38","Regular"
"14342","20 days 23:29:00","6","607.71","Regular"
"14344","126 days 22:59:00","8","889.93","Regular"
"14345","38 days 02:59:00","1","108.98","New"
"14346","120 days 03:03:00","2","1021.58","Regular"
"14348","259 days 20:27:00","1","409.57","Lost"
"14349","9 days 21:11:00","1","133.50","New"
"14350","270 days 00:23:00","2","258.70","Lost"
"14351","164 days 00:54:00","1","51.00","New"
"14352","156 days 21:09:00","4","1078.96","Regular"
"14353","214 days 20:44:00","1","90.60","Lost"
"14354","5 days 01:18:00","2","163.62","New"
"14355","365 days 00:34:00","1","174.40","Lost"
"14356","59 days 19:34:00","4","666.94","Regular"
"14357","42 days 20:27:00","1","225.77","Regular"
"14359","18 days 23:33:00","6","882.58","Regular"
"14360","31 days 03:38:00","4","2128.23","Regular"
"14362","21 days 21:42:00","1","161.20","New"
"14364","108 days 01:49:00","8","3717.35","Regular"
"14367","7 days 23:31:00","19","9167.82","Loyal"
"14368","319 days 02:58:00","1","155.00","Lost"
"14371","294 days 20:15:00","1","100.50","Lost"
"14373","357 days 21:10:00","1","76.55","Lost"
"14375","184 days 23:06:00","1","257.68","Lost"
"14377","190 days 23:18:00","2","617.05","Lost"
"14379","43 days 20:07:00","2","348.10","Regular"
"14381","51 days 19:40:00","1","202.68","Regular"
"14382","25 days 20:32:00","1","626.07","Regular"
"14383","37 days 20:57:00","3","1247.69","Regular"
"14385","8 days 21:14:00","3","202.11","Regular"
"14386","296 days 03:05:00","1","142.40","Lost"
"14387","32 days 00:21:00","3","1770.56","Regular"
"14388","8 days 01:37:00","10","3172.04","Loyal"
"14389","8 days 03:31:00","5","999.72","Regular"
"14390","9 days 23:01:00","13","4592.47","Loyal"
"14393","217 days 18:34:00","1","67.95","Lost"
"14395","1 day 22:16:00","12","3471.91","Loyal"
"14396","64 days 20:41:00","2","487.99","Regular"
"14397","02:53:00","23","2556.68","Loyal"
"14400","140 days 18:45:00","2","559.70","Regular"
"14401","3 days 23:20:00","14","4039.98","Loyal"
"14403","129 days 23:53:00","5","1426.31","Regular"
"14404","33 days 00:20:00","7","1434.72","Regular"
"14406","118 days 19:56:00","1","156.75","New"
"14407","106 days 22:48:00","9","2111.08","Regular"
"14408","10 days 01:09:00","7","2606.53","Regular"
"14409","70 days 18:32:00","7","1908.25","Regular"
"14410","15 days 01:34:00","15","576.30","Regular"
"14411","310 days 01:54:00","1","1063.00","Lost"
"14412","34 days 23:36:00","3","761.33","Regular"
"14413","361 days 23:13:00","1","122.70","Lost"
"14414","91 days 00:41:00","8","1485.13","Regular"
"14415","22:12:00","18","5811.56","Loyal"
"14416","21 days 21:28:00","2","490.22","Regular"
"14418","3 days 01:11:00","3","1937.25","Regular"
"14419","10 days 01:28:00","6","1058.06","Regular"
"14420","84 days 19:53:00","2","385.87","Regular"
"14421","56 days 23:26:00","2","813.11","Regular"
"14422","01:24:00","6","4263.64","Regular"
"14423","217 days 21:38:00","1","265.20","Lost"
"14424","17 days 01:02:00","1","322.08","Regular"
"14426","18 days 01:03:00","16","3918.90","Loyal"
"14427","49 days 22:27:00","2","363.34","Regular"
"14428","6 days 23:33:00","7","1230.14","Regular"
"14431","298 days 01:54:00","2","397.76","Lost"
"14432","9 days 04:46:00","6","2255.51","Regular"
"14434","21 days 03:54:00","6","1372.80","Regular"
"14436","98 days 02:37:00","1","89.06","New"
"14437","142 days 21:54:00","2","-43.40","New"
"14438","305 days 21:54:00","1","131.90","Lost"
"14439","319 days 01:11:00","1","2661.24","Lost"
"14440","7 days 21:08:00","5","2357.68","Regular"
"14441","03:43:00","10","1545.14","Loyal"
"14442","1 day 00:57:00","5","1544.62","Regular"
"14443","53 days 02:40:00","7","1400.88","Regular"
"14446","01:16:00","4","1039.58","Regular"
"14447","18 days 04:22:00","5","1163.23","Regular"
"14448","8 days 23:00:00","2","375.35","Regular"
"14449","18 days 00:44:00","4","907.10","Regular"
"14450","180 days 02:04:00","3","483.25","Lost"
"14451","59 days 23:12:00","2","662.59","Regular"
"14452","10 days 00:44:00","2","264.44","Regular"
"14453","189 days 22:35:00","1","119.93","Lost"
"14456","4 days 22:51:00","14","3047.63","Loyal"
"14457","310 days 03:11:00","1","113.64","Lost"
"14459","154 days 23:15:00","1","1837.92","Regular"
"14460","109 days 22:31:00","4","383.34","Regular"
"14461","147 days 19:39:00","3","2103.06","Regular"
"14462","63 days 03:28:00","15","1965.90","Loyal"
"14463","97 days 21:30:00","3","529.62","Regular"
"14465","246 days 00:12:00","3","1058.62","Lost"
"14466","28 days 22:43:00","7","2272.40","Regular"
"14467","17 days 00:02:00","4","598.76","Regular"
"14470","11 days 02:19:00","2","461.19","Regular"
"14472","103 days 01:49:00","8","1936.84","Regular"
"14473","73 days 21:40:00","2","234.34","Regular"
"14474","42 days 23:53:00","2","537.71","Regular"
"14475","71 days 02:04:00","6","799.82","Regular"
"14476","256 days 21:11:00","1","215.70","Lost"
"14477","19 days 01:39:00","5","1307.81","Regular"
"14479","253 days 03:43:00","2","316.25","Lost"
"14480","10 days 20:15:00","1","279.05","Regular"
"14481","164 days 02:12:00","2","636.51","Regular"
"14482","17 days 23:36:00","6","2068.15","Regular"
"14483","149 days 03:05:00","2","129.20","New"
"14484","49 days 22:39:00","1","321.92","Regular"
"14485","38 days 00:25:00","1","165.75","New"
"14487","26 days 00:33:00","7","1183.58","Regular"
"14488","50 days 22:11:00","2","1047.43","Regular"
"14489","206 days 21:59:00","1","463.38","Lost"
"14491","174 days 21:28:00","2","340.93","Regular"
"14493","6 days 20:36:00","7","2362.84","Regular"
"14494","25 days 03:29:00","1","139.56","New"
"14495","50 days 00:22:00","2","123.80","New"
"14496","311 days 03:49:00","2","538.81","Lost"
"14497","300 days 21:30:00","2","457.47","Lost"
"14498","42 days 00:41:00","5","1957.32","Regular"
"14499","25 days 23:49:00","3","815.32","Regular"
"14500","87 days 20:05:00","3","356.85","Regular"
"14501","63 days 16:35:00","3","190.31","Regular"
"14502","19 days 01:00:00","14","2351.02","Loyal"
"14503","2 days 23:20:00","6","3543.26","Regular"
"14504","46 days 20:50:00","4","673.26","Regular"
"14505","16 days 21:05:00","11","5818.70","Loyal"
"14506","16 days 23:48:00","5","2012.17","Regular"
"14507","23 days 00:29:00","7","1368.18","Regular"
"14508","21 days 17:02:00","2","276.42","Regular"
"14511","10 days 19:45:00","6","1267.41","Regular"
"14512","187 days 00:11:00","2","275.28","Lost"
"14513","100 days 01:25:00","4","438.49","Regular"
"14514","60 days 20:45:00","3","1055.35","Regular"
"14515","17 days 01:13:00","6","2102.09","Regular"
"14517","32 days 22:30:00","2","330.45","Regular"
"14518","63 days 22:07:00","1","174.37","New"
"14520","1 day 03:04:00","2","270.60","Regular"
"14522","23 days 23:26:00","4","974.54","Regular"
"14523","107 days 23:37:00","1","241.09","Regular"
"14524","31 days 00:21:00","9","1867.68","Regular"
"14525","8 days 03:57:00","13","4221.37","Loyal"
"14527","2 days 00:31:00","86","7711.38","Loyal"
"14528","36 days 19:41:00","1","364.22","Regular"
"14529","59 days 21:23:00","3","620.04","Regular"
"14530","25 days 02:12:00","6","2925.91","Regular"
"14532","235 days 23:45:00","4","932.85","Lost"
"14533","24 days 00:45:00","9","1812.62","Regular"
"14534","2 days 00:31:00","25","4075.35","Loyal"
"14535","58 days 20:26:00","4","2841.09","Regular"
"14536","259 days 00:29:00","1","171.80","Lost"
"14537","57 days 01:56:00","1","355.56","Regular"
"14538","64 days 02:19:00","2","388.25","Regular"
"14539","15 days 03:00:00","2","537.48","Regular"
"14540","9 days 02:35:00","3","996.26","Regular"
"14541","58 days 02:42:00","8","1461.65","Regular"
"14542","185 days 04:31:00","1","103.25","Lost"
"14543","3 days 02:18:00","21","2916.17","Loyal"
"14544","23 days 21:44:00","2","2024.45","Regular"
"14546","3 days 20:17:00","9","2487.02","Regular"
"14547","3 days 01:44:00","9","3986.74","Regular"
"14548","150 days 00:31:00","2","652.80","Regular"
"14549","310 days 23:03:00","1","289.24","Lost"
"14550","10 days 00:38:00","2","765.62","Regular"
"14551","17 days 23:14:00","2","186.23","New"
"14552","151 days 00:01:00","1","165.07","New"
"14553","18 days 23:30:00","5","859.27","Regular"
"14554","9 days 20:06:00","4","2381.04","Regular"
"14555","56 days 20:26:00","2","324.14","Regular"
"14557","63 days 16:14:00","2","0.00","Lost"
"14560","6 days 21:28:00","24","2174.18","Loyal"
"14561","75 days 00:11:00","3","1080.76","Regular"
"14562","3 days 01:45:00","22","4709.22","Loyal"
"14565","95 days 00:13:00","6","3073.77","Regular"
"14566","110 days 01:45:00","1","1432.00","Regular"
"14567","34 days 22:53:00","3","1524.46","Regular"
"14569","21:52:00","1","227.39","Regular"
"14570","280 days 01:52:00","2","218.06","Lost"
"14572","2 days 22:10:00","10","2803.69","Loyal"
